Id;Kolejka;season;home;away;date;hour;gh;ga;IsCancelled;IsWalkover;note
5913;9;1974/1975;Zagłębie Sosnowiec;Wisła Kraków;1974-10-16;14:00;2;1;0;0;
5914;9;1974/1975;Arka Gdynia;GKS Tychy;1974-10-16;14:30;1;0;0;0;
5915;9;1974/1975;ŁKS Łódź;Górnik Zabrze;1974-10-16;17:00;2;1;0;0;
5916;9;1974/1975;Śląsk Wrocław;ROW Rybnik;1974-10-16;14:45;2;0;0;0;
5917;9;1974/1975;Ruch Chorzów;Szombierki Bytom;1974-10-16;17:30;3;1;0;0;
5918;9;1974/1975;Polonia Bytom;Legia Warszawa;1974-11-27;13:00;1;1;0;0;
5919;10;1974/1975;Ruch Chorzów;GKS Tychy;1974-11-27;16:30;4;0;0;0;
5920;10;1974/1975;Górnik Zabrze;Stal Mielec;1974-10-19;17:00;1;2;0;0;
5921;10;1974/1975;Pogoń Szczecin;Polonia Bytom;1974-10-20;14:30;0;1;0;0;
5922;10;1974/1975;Legia Warszawa;ŁKS Łódź;1974-10-19;17:00;2;0;0;0;
5923;10;1974/1975;ROW Rybnik;Arka Gdynia;1974-10-20;11:00;2;0;0;0;
5924;10;1974/1975;Lech Poznań;Wisła Kraków;1974-10-20;11:00;4;1;0;0;
5925;10;1974/1975;Szombierki Bytom;Gwardia Warszawa;1974-10-20;11:00;3;0;0;0;
5926;10;1974/1975;Śląsk Wrocław;Zagłębie Sosnowiec;1974-10-20;11:00;2;1;0;0;
5927;11;1974/1975;Gwardia Warszawa;GKS Tychy;1974-10-27;12:00;0;2;0;0;
5928;11;1974/1975;Arka Gdynia;Śląsk Wrocław;1974-10-27;11:15;1;2;0;0;
5929;11;1974/1975;Ruch Chorzów;ROW Rybnik;1974-10-27;16:30;3;1;0;0;
5930;11;1974/1975;ŁKS Łódź;Pogoń Szczecin;1974-10-27;16:00;1;0;0;0;
5931;11;1974/1975;Zagłębie Sosnowiec;Lech Poznań;1974-10-27;13:00;2;0;0;0;
5932;11;1974/1975;Stal Mielec;Legia Warszawa;1974-10-27;13:00;3;1;0;0;
5933;11;1974/1975;Polonia Bytom;Szombierki Bytom;1974-10-27;14:00;0;3;0;0;
5934;11;1974/1975;Wisła Kraków;Górnik Zabrze;1974-10-27;17:00;0;2;0;0;
5935;12;1974/1975;Legia Warszawa;Wisła Kraków;1974-11-10;17:30;2;1;0;0;
5936;12;1974/1975;ROW Rybnik;Gwardia Warszawa;1974-11-27;14:00;0;1;0;0;
5937;12;1974/1975;Pogoń Szczecin;Stal Mielec;1974-11-10;12:00;0;2;0;0;
5938;12;1974/1975;Śląsk Wrocław;Ruch Chorzów;1974-11-10;11:00;0;1;0;0;
5939;12;1974/1975;Arka Gdynia;Zagłębie Sosnowiec;1974-11-10;11:00;1;0;0;0;
5940;12;1974/1975;Szombierki Bytom;ŁKS Łódź;1974-11-10;11:00;5;2;0;0;
5941;12;1974/1975;Górnik Zabrze;Lech Poznań;1974-11-09;16:30;3;0;0;0;
5942;12;1974/1975;GKS Tychy;Polonia Bytom;1974-11-10;11:00;3;0;0;0;
5943;13;1974/1975;Gwardia Warszawa;Śląsk Wrocław;1974-11-17;11:00;0;2;0;0;
5944;13;1974/1975;Stal Mielec;Szombierki Bytom;1974-11-17;12:00;0;1;0;0;
5945;13;1974/1975;Lech Poznań;Legia Warszawa;1974-11-17;13:30;2;1;0;0;
5946;13;1974/1975;ŁKS Łódź;GKS Tychy;1974-11-17;15:00;1;1;0;0;
5947;13;1974/1975;Polonia Bytom;ROW Rybnik;1974-11-17;11:00;0;0;0;0;
5948;13;1974/1975;Zagłębie Sosnowiec;Górnik Zabrze;1974-11-17;11:00;3;3;0;0;
5949;13;1974/1975;Wisła Kraków;Pogoń Szczecin;1974-11-17;16:30;3;0;0;0;
5950;13;1974/1975;Ruch Chorzów;Arka Gdynia;1974-11-17;16:00;6;0;0;0;
5951;14;1974/1975;Szombierki Bytom;Wisła Kraków;1974-11-24;11:00;0;1;0;0;
5952;14;1974/1975;Legia Warszawa;Górnik Zabrze;1974-11-24;16:10;2;1;0;0;
5953;14;1974/1975;GKS Tychy;Stal Mielec;1974-11-24;11:00;0;2;0;0;
5954;14;1974/1975;Ruch Chorzów;Zagłębie Sosnowiec;1974-11-23;16:30;1;0;0;0;
5955;14;1974/1975;Śląsk Wrocław;Polonia Bytom;1974-11-24;10:30;3;1;0;0;
5956;14;1974/1975;Arka Gdynia;Gwardia Warszawa;1974-11-24;10:30;2;1;0;0;
5957;14;1974/1975;ROW Rybnik;ŁKS Łódź;1974-11-24;11:00;0;0;0;0;
5958;14;1974/1975;Pogoń Szczecin;Lech Poznań;1974-11-24;12:00;2;1;0;0;
5959;15;1974/1975;Wisła Kraków;GKS Tychy;1974-11-30;16:00;1;1;0;0;
5960;15;1974/1975;ŁKS Łódź;Śląsk Wrocław;1974-12-01;12:00;1;1;0;0;
5961;15;1974/1975;Polonia Bytom;Arka Gdynia;1974-12-01;11:00;4;0;0;0;
5962;15;1974/1975;Górnik Zabrze;Pogoń Szczecin;1974-11-30;16:30;4;1;0;0;
5963;15;1974/1975;Stal Mielec;ROW Rybnik;1974-12-01;12:00;1;0;0;0;
5964;15;1974/1975;Zagłębie Sosnowiec;Legia Warszawa;1974-12-01;11:00;0;2;0;0;
5965;15;1974/1975;Gwardia Warszawa;Ruch Chorzów;1974-12-01;12:00;1;3;0;0;
5966;15;1974/1975;Lech Poznań;Szombierki Bytom;1974-12-01;11:00;1;0;0;0;
5967;16;1974/1975;Polonia Bytom;Ruch Chorzów;1975-03-09;11:00;1;1;0;0;
5968;16;1974/1975;Legia Warszawa;Pogoń Szczecin;1975-03-09;12:00;1;1;0;0;
5969;16;1974/1975;Górnik Zabrze;Szombierki Bytom;1975-03-08;16:30;1;1;0;0;
5970;16;1974/1975;Stal Mielec;Śląsk Wrocław;1975-03-09;14:00;1;1;0;0;
5971;16;1974/1975;Zagłębie Sosnowiec;Gwardia Warszawa;1975-03-09;12:00;1;0;0;0;
5972;16;1974/1975;Lech Poznań;GKS Tychy;1975-03-09;12:00;2;1;0;0;
5973;16;1974/1975;Wisła Kraków;ROW Rybnik;1975-03-08;16:00;2;0;0;0;
5974;16;1974/1975;ŁKS Łódź;Arka Gdynia;1975-03-09;11:00;2;0;0;0;
5975;17;1974/1975;Szombierki Bytom;Legia Warszawa;1975-03-16;11:00;3;3;0;0;
5976;17;1974/1975;Śląsk Wrocław;Wisła Kraków;1975-03-15;15:15;2;0;0;0;
5977;17;1974/1975;Ruch Chorzów;ŁKS Łódź;1975-03-14;18:00;3;1;0;0;
5978;17;1974/1975;ROW Rybnik;Lech Poznań;1975-03-16;11:00;1;1;0;0;
5979;17;1974/1975;Arka Gdynia;Stal Mielec;1975-03-16;15:00;0;2;0;0;
5980;17;1974/1975;Pogoń Szczecin;Zagłębie Sosnowiec;1975-03-15;18:15;2;0;0;0;
5981;17;1974/1975;Gwardia Warszawa;Polonia Bytom;1975-03-16;15:00;0;0;0;0;
5982;17;1974/1975;GKS Tychy;Górnik Zabrze;1975-03-16;14:30;1;1;0;0;
5983;18;1974/1975;Wisła Kraków;Arka Gdynia;1975-03-22;16:30;2;0;0;0;
5984;18;1974/1975;Lech Poznań;Śląsk Wrocław;1975-03-22;15:00;2;2;0;0;
5985;18;1974/1975;Stal Mielec;Ruch Chorzów;1975-03-23;15:00;1;0;0;0;
5986;18;1974/1975;Pogoń Szczecin;Szombierki Bytom;1975-03-22;18:30;5;2;0;0;
5987;18;1974/1975;ROW Rybnik;Górnik Zabrze;1975-03-23;11:00;0;3;0;0;
5988;18;1974/1975;ŁKS Łódź;Gwardia Warszawa;1975-03-23;11:00;2;0;0;0;
5989;18;1974/1975;Legia Warszawa;GKS Tychy;1975-03-23;15:00;1;1;0;0;
5990;18;1974/1975;Polonia Bytom;Zagłębie Sosnowiec;1975-03-23;15:00;1;0;0;0;
5991;19;1974/1975;Gwardia Warszawa;Stal Mielec;1975-03-30;15:00;0;3;0;0;
5992;19;1974/1975;ROW Rybnik;Legia Warszawa;1975-03-30;11:00;1;1;0;0;
5993;19;1974/1975;Polonia Bytom;ŁKS Łódź;1975-03-30;11:00;0;0;0;0;
5994;19;1974/1975;Zagłębie Sosnowiec;Szombierki Bytom;1975-03-30;11:00;1;1;0;0;
5995;19;1974/1975;Ruch Chorzów;Wisła Kraków;1975-03-29;16:30;3;2;0;0;
5996;19;1974/1975;Śląsk Wrocław;Górnik Zabrze;1975-03-30;12:00;3;1;0;0;
5997;19;1974/1975;GKS Tychy;Pogoń Szczecin;1975-03-30;15:00;3;0;0;0;
5998;19;1974/1975;Arka Gdynia;Lech Poznań;1975-03-29;16:00;2;1;0;0;
5999;20;1974/1975;Wisła Kraków;Gwardia Warszawa;1975-04-02;17:00;0;0;0;0;
6000;20;1974/1975;Legia Warszawa;Śląsk Wrocław;1975-04-02;17:30;1;1;0;0;
6001;20;1974/1975;Szombierki Bytom;GKS Tychy;1975-04-02;15:30;1;0;0;0;
6002;20;1974/1975;Górnik Zabrze;Arka Gdynia;1975-04-02;17:00;3;0;0;0;
6003;20;1974/1975;Stal Mielec;Polonia Bytom;1975-04-02;16:00;1;1;0;0;
6004;20;1974/1975;Pogoń Szczecin;ROW Rybnik;1975-04-02;19:00;5;0;0;0;
6005;20;1974/1975;Lech Poznań;Ruch Chorzów;1975-04-02;17:00;0;0;0;0;
6006;20;1974/1975;ŁKS Łódź;Zagłębie Sosnowiec;1975-04-02;17:30;1;1;0;0;
6007;21;1974/1975;ŁKS Łódź;Stal Mielec;1975-04-06;11:00;1;0;0;0;
6008;21;1974/1975;Zagłębie Sosnowiec;GKS Tychy;1975-04-06;11:00;2;1;0;0;
6009;21;1974/1975;Gwardia Warszawa;Lech Poznań;1975-04-06;15:00;1;0;0;0;
6010;21;1974/1975;Śląsk Wrocław;Pogoń Szczecin;1975-04-06;11:00;2;0;0;0;
6011;21;1974/1975;Arka Gdynia;Legia Warszawa;1975-04-06;16:00;0;0;0;0;
6012;21;1974/1975;Polonia Bytom;Wisła Kraków;1975-04-06;15:30;1;1;0;0;
6013;21;1974/1975;ROW Rybnik;Szombierki Bytom;1975-04-06;11:00;3;0;0;0;
6014;21;1974/1975;Ruch Chorzów;Górnik Zabrze;1975-04-06;16:30;3;1;0;0;
6015;22;1974/1975;Szombierki Bytom;Śląsk Wrocław;1975-04-26;14:00;4;1;0;0;
6016;22;1974/1975;Wisła Kraków;ŁKS Łódź;1975-04-26;18:00;3;1;0;0;
6017;22;1974/1975;Stal Mielec;Zagłębie Sosnowiec;1975-04-27;16:30;3;0;0;0;
6018;22;1974/1975;Pogoń Szczecin;Arka Gdynia;1975-04-26;19:00;2;1;0;0;
6019;22;1974/1975;Lech Poznań;Polonia Bytom;1975-04-27;11:00;0;2;0;0;
6020;22;1974/1975;GKS Tychy;ROW Rybnik;1975-04-27;16:00;3;1;0;0;
6021;22;1974/1975;Legia Warszawa;Ruch Chorzów;1975-04-26;16:00;1;2;0;0;
6022;22;1974/1975;Górnik Zabrze;Gwardia Warszawa;1975-04-26;17:00;1;1;0;0;
6023;23;1974/1975;Gwardia Warszawa;Legia Warszawa;1975-05-03;16:00;0;6;0;0;
6024;23;1974/1975;Polonia Bytom;Górnik Zabrze;1975-05-04;16:00;0;0;0;0;
6025;23;1974/1975;Ruch Chorzów;Pogoń Szczecin;1975-05-03;15:30;2;1;0;0;
6026;23;1974/1975;Arka Gdynia;Szombierki Bytom;1975-05-04;16:00;0;0;0;0;
6027;23;1974/1975;Stal Mielec;Wisła Kraków;1975-05-04;16:30;0;1;0;0;
6028;23;1974/1975;Śląsk Wrocław;GKS Tychy;1975-05-03;16:30;3;1;0;0;
6029;23;1974/1975;Zagłębie Sosnowiec;ROW Rybnik;1975-05-04;16:30;1;0;0;0;
6030;23;1974/1975;ŁKS Łódź;Lech Poznań;1975-05-03;17:00;3;0;0;0;
6031;24;1974/1975;Górnik Zabrze;ŁKS Łódź;1975-05-08;17:00;0;0;0;0;
6032;24;1974/1975;Wisła Kraków;Zagłębie Sosnowiec;1975-05-10;17:00;0;2;0;0;
6033;24;1974/1975;Lech Poznań;Stal Mielec;1975-05-11;11:00;2;1;0;0;
6034;24;1974/1975;ROW Rybnik;Śląsk Wrocław;1975-05-11;11:00;1;3;0;0;
6035;24;1974/1975;GKS Tychy;Arka Gdynia;1975-05-11;17:00;1;1;0;0;
6036;24;1974/1975;Legia Warszawa;Polonia Bytom;1975-05-10;17:00;2;2;0;0;
6037;24;1974/1975;Szombierki Bytom;Ruch Chorzów;1975-05-09;16:30;1;2;0;0;
6038;24;1974/1975;Pogoń Szczecin;Gwardia Warszawa;1975-05-10;19:30;0;0;0;0;
6039;25;1974/1975;Arka Gdynia;ROW Rybnik;1975-05-17;15:00;0;0;0;0;
6040;25;1974/1975;Wisła Kraków;Lech Poznań;1975-05-17;18:00;2;0;0;0;
6041;25;1974/1975;Stal Mielec;Górnik Zabrze;1975-05-18;16:30;2;2;0;0;
6042;25;1974/1975;GKS Tychy;Ruch Chorzów;1975-05-17;17:00;0;2;0;0;
6043;25;1974/1975;Zagłębie Sosnowiec;Śląsk Wrocław;1975-05-17;17:00;0;0;0;0;
6044;25;1974/1975;Gwardia Warszawa;Szombierki Bytom;1975-05-17;16:30;3;1;0;0;
6045;25;1974/1975;ŁKS Łódź;Legia Warszawa;1975-05-18;11:00;2;1;0;0;
6046;25;1974/1975;Polonia Bytom;Pogoń Szczecin;1975-05-18;16:30;2;0;0;0;
6047;26;1974/1975;Legia Warszawa;Stal Mielec;1975-05-21;17:30;0;1;0;0;
6048;26;1974/1975;Pogoń Szczecin;ŁKS Łódź;1975-05-21;17:30;1;1;0;0;
6049;26;1974/1975;Szombierki Bytom;Polonia Bytom;1975-06-08;16:30;1;1;0;0;
6050;26;1974/1975;Górnik Zabrze;Wisła Kraków;1975-05-21;16:30;3;2;0;0;
6051;26;1974/1975;Śląsk Wrocław;Arka Gdynia;1975-05-21;17:30;1;1;0;0;
6052;26;1974/1975;GKS Tychy;Gwardia Warszawa;1975-05-21;17:30;3;2;0;0;
6053;26;1974/1975;ROW Rybnik;Ruch Chorzów;1975-05-21;17:00;2;1;0;0;
6054;26;1974/1975;Lech Poznań;Zagłębie Sosnowiec;1975-05-21;17:30;0;1;0;0;
6055;27;1974/1975;ŁKS Łódź;Szombierki Bytom;1975-05-31;18:00;2;2;0;0;
6056;27;1974/1975;Stal Mielec;Pogoń Szczecin;1975-06-01;16:00;1;1;0;0;
6057;27;1974/1975;Zagłębie Sosnowiec;Arka Gdynia;1975-05-31;17:30;1;2;0;0;
6058;27;1974/1975;Lech Poznań;Górnik Zabrze;1975-05-31;17:30;2;2;0;0;
6059;27;1974/1975;Polonia Bytom;GKS Tychy;1975-06-01;17:00;1;1;0;0;
6060;27;1974/1975;Ruch Chorzów;Śląsk Wrocław;1975-05-31;18:30;1;1;0;0;
6061;27;1974/1975;Wisła Kraków;Legia Warszawa;1975-06-01;19:00;2;0;0;0;
6062;27;1974/1975;Gwardia Warszawa;ROW Rybnik;1975-05-31;16:30;0;0;0;0;
6063;28;1974/1975;GKS Tychy;ŁKS Łódź;1975-06-04;17:30;0;0;0;0;
6064;28;1974/1975;ROW Rybnik;Polonia Bytom;1975-06-04;17:00;1;0;0;0;
6065;28;1974/1975;Śląsk Wrocław;Gwardia Warszawa;1975-06-04;17:30;1;2;0;0;
6066;28;1974/1975;Arka Gdynia;Ruch Chorzów;1975-06-04;17:30;1;0;0;0;
6067;28;1974/1975;Górnik Zabrze;Zagłębie Sosnowiec;1975-06-04;18:00;2;2;0;0;
6068;28;1974/1975;Legia Warszawa;Lech Poznań;1975-06-04;18:00;4;2;0;0;
6069;28;1974/1975;Szombierki Bytom;Stal Mielec;1975-06-04;17:00;1;3;0;0;
6070;28;1974/1975;Pogoń Szczecin;Wisła Kraków;1975-06-04;17:30;1;1;0;0;
6071;29;1974/1975;Górnik Zabrze;Legia Warszawa;1975-06-15;17:00;0;5;0;0;
6072;29;1974/1975;Gwardia Warszawa;Arka Gdynia;1975-06-15;17:00;2;2;0;0;
6073;29;1974/1975;ŁKS Łódź;ROW Rybnik;1975-06-15;17:00;0;0;0;0;
6074;29;1974/1975;Wisła Kraków;Szombierki Bytom;1975-06-15;17:00;1;1;0;0;
6075;29;1974/1975;Lech Poznań;Pogoń Szczecin;1975-06-15;17:00;1;0;0;0;
6076;29;1974/1975;Zagłębie Sosnowiec;Ruch Chorzów;1975-06-15;16:00;2;1;0;0;
6077;29;1974/1975;Stal Mielec;GKS Tychy;1975-06-15;17:00;0;1;0;0;
6078;29;1974/1975;Polonia Bytom;Śląsk Wrocław;1975-06-15;17:00;0;0;0;0;
6079;30;1974/1975;ROW Rybnik;Stal Mielec;1975-06-18;18:00;3;1;0;0;
6080;30;1974/1975;Szombierki Bytom;Lech Poznań;1975-06-18;18:00;3;0;0;0;
6081;30;1974/1975;Ruch Chorzów;Gwardia Warszawa;1975-06-18;18:00;1;4;0;0;
6082;30;1974/1975;GKS Tychy;Wisła Kraków;1975-06-18;18:00;2;2;0;0;
6083;30;1974/1975;Pogoń Szczecin;Górnik Zabrze;1975-06-18;18:00;4;1;0;0;
6084;30;1974/1975;Śląsk Wrocław;ŁKS Łódź;1975-06-18;18:00;1;0;0;0;
6085;30;1974/1975;Legia Warszawa;Zagłębie Sosnowiec;1975-06-18;18:00;0;0;0;0;
6086;30;1974/1975;Arka Gdynia;Polonia Bytom;1975-06-18;18:00;3;1;0;0;
6087;1;1975/1976;GKS Tychy;ŁKS Łódź;1975-08-03;17:00;1;1;0;0;
6088;1;1975/1976;Stal Rzeszów;Szombierki Bytom;1975-08-02;19:00;0;0;0;0;
6089;1;1975/1976;Widzew Łódź;Pogoń Szczecin;1975-08-02;17:00;0;2;0;0;
6090;1;1975/1976;Lech Poznań;Legia Warszawa;1975-08-03;17:00;2;3;0;0;
6091;1;1975/1976;Polonia Bytom;Zagłębie Sosnowiec;1975-08-13;17:00;3;0;0;0;
6092;1;1975/1976;ROW Rybnik;Śląsk Wrocław;1975-08-13;17:00;0;0;0;0;
6093;1;1975/1976;Stal Mielec;Wisła Kraków;1975-08-02;17:00;1;1;0;0;
6094;1;1975/1976;Ruch Chorzów;Górnik Zabrze;1975-08-02;17:00;3;0;0;0;
6095;2;1975/1976;ŁKS Łódź;Widzew Łódź;1975-08-06;18:00;1;2;0;0;
6096;2;1975/1976;Górnik Zabrze;GKS Tychy;1975-08-06;18:30;0;0;0;0;
6097;2;1975/1976;Pogoń Szczecin;Lech Poznań;1975-08-06;18:00;4;2;0;0;
6098;2;1975/1976;Śląsk Wrocław;Stal Rzeszów;1975-08-06;17:00;0;1;0;0;
6099;2;1975/1976;Legia Warszawa;Polonia Bytom;1975-08-06;17:30;2;0;0;0;
6100;2;1975/1976;Szombierki Bytom;Ruch Chorzów;1975-08-06;17:00;0;2;0;0;
6101;2;1975/1976;Wisła Kraków;ROW Rybnik;1975-08-06;19:00;2;0;0;0;
6102;2;1975/1976;Zagłębie Sosnowiec;Stal Mielec;1975-08-06;16:30;1;1;0;0;
6103;3;1975/1976;GKS Tychy;Szombierki Bytom;1975-08-10;17:00;3;1;0;0;
6104;3;1975/1976;Ruch Chorzów;Śląsk Wrocław;1975-08-10;17:30;1;2;0;0;
6105;3;1975/1976;Widzew Łódź;Górnik Zabrze;1975-08-10;17:30;0;0;0;0;
6106;3;1975/1976;Lech Poznań;ŁKS Łódź;1975-08-10;17:00;1;1;0;0;
6107;3;1975/1976;Wisła Kraków;Zagłębie Sosnowiec;1975-08-10;19:00;1;0;0;0;
6108;3;1975/1976;Stal Mielec;Legia Warszawa;1975-08-10;16:00;6;0;0;0;
6109;3;1975/1976;Polonia Bytom;Pogoń Szczecin;1975-08-10;17:00;1;0;0;0;
6110;3;1975/1976;Stal Rzeszów;ROW Rybnik;1975-08-10;18:00;1;1;0;0;
6111;4;1975/1976;Stal Rzeszów;Ruch Chorzów;1975-08-16;19:00;1;3;0;0;
6112;4;1975/1976;Górnik Zabrze;Lech Poznań;1975-08-16;18:00;4;2;0;0;
6113;4;1975/1976;ŁKS Łódź;Polonia Bytom;1975-08-17;18:00;1;1;0;0;
6114;4;1975/1976;Pogoń Szczecin;Stal Mielec;1975-08-16;18:00;1;3;0;0;
6115;4;1975/1976;Legia Warszawa;Wisła Kraków;1975-08-16;17:30;1;2;0;0;
6116;4;1975/1976;Szombierki Bytom;Widzew Łódź;1975-08-16;16:30;3;1;0;0;
6117;4;1975/1976;ROW Rybnik;Zagłębie Sosnowiec;1975-08-17;17:00;1;0;0;0;
6118;4;1975/1976;Śląsk Wrocław;GKS Tychy;1975-08-17;11:00;3;1;0;0;
6119;5;1975/1976;Stal Mielec;ŁKS Łódź;1975-08-20;16:15;2;2;0;0;
6120;5;1975/1976;Polonia Bytom;Górnik Zabrze;1975-08-20;17:00;4;3;0;0;
6121;5;1975/1976;Lech Poznań;Szombierki Bytom;1975-08-20;17:00;2;1;0;0;
6122;5;1975/1976;Zagłębie Sosnowiec;Legia Warszawa;1975-08-20;16:00;0;0;0;0;
6123;5;1975/1976;Widzew Łódź;Śląsk Wrocław;1975-08-20;18:00;0;0;0;0;
6124;5;1975/1976;GKS Tychy;Stal Rzeszów;1975-08-20;17:00;1;0;0;0;
6125;5;1975/1976;Ruch Chorzów;ROW Rybnik;1975-08-20;18:00;0;1;0;0;
6126;5;1975/1976;Wisła Kraków;Pogoń Szczecin;1975-08-20;18:30;0;1;0;0;
6127;6;1975/1976;Pogoń Szczecin;Zagłębie Sosnowiec;1975-09-13;18:00;3;1;0;0;
6128;6;1975/1976;Stal Rzeszów;Widzew Łódź;1975-09-13;18:00;1;1;0;0;
6129;6;1975/1976;Śląsk Wrocław;Lech Poznań;1975-09-13;15:30;2;3;0;0;
6130;6;1975/1976;ŁKS Łódź;Wisła Kraków;1975-09-13;17:30;2;0;0;0;
6131;6;1975/1976;Górnik Zabrze;Stal Mielec;1975-09-13;17:30;1;1;0;0;
6132;6;1975/1976;Szombierki Bytom;Polonia Bytom;1975-09-14;16:00;1;0;0;0;
6133;6;1975/1976;ROW Rybnik;Legia Warszawa;1975-09-14;11:00;3;2;0;0;
6134;6;1975/1976;Ruch Chorzów;GKS Tychy;1975-09-13;17:30;3;2;0;0;
6135;7;1975/1976;Stal Mielec;Szombierki Bytom;1975-09-21;14:30;2;1;0;0;
6136;7;1975/1976;Widzew Łódź;Ruch Chorzów;1975-09-20;18:00;1;1;0;0;
6137;7;1975/1976;GKS Tychy;ROW Rybnik;1975-09-21;15:30;2;1;0;0;
6138;7;1975/1976;Zagłębie Sosnowiec;ŁKS Łódź;1975-09-20;15:00;3;1;0;0;
6139;7;1975/1976;Wisła Kraków;Górnik Zabrze;1975-09-20;18:00;1;0;0;0;
6140;7;1975/1976;Polonia Bytom;Śląsk Wrocław;1975-09-21;15:00;0;1;0;0;
6141;7;1975/1976;Lech Poznań;Stal Rzeszów;1975-09-20;15:30;2;0;0;0;
6142;7;1975/1976;Legia Warszawa;Pogoń Szczecin;1975-09-20;16:30;4;1;0;0;
6143;8;1975/1976;Górnik Zabrze;Zagłębie Sosnowiec;1975-09-24;17:30;3;1;0;0;
6144;8;1975/1976;Szombierki Bytom;Wisła Kraków;1975-09-24;15:15;0;0;0;0;
6145;8;1975/1976;GKS Tychy;Widzew Łódź;1975-09-24;16:00;1;0;0;0;
6146;8;1975/1976;ROW Rybnik;Pogoń Szczecin;1975-09-24;15:30;2;0;0;0;
6147;8;1975/1976;Śląsk Wrocław;Stal Mielec;1975-09-24;15:00;0;1;0;0;
6148;8;1975/1976;Ruch Chorzów;Lech Poznań;1975-09-25;17:30;1;1;0;0;
6149;8;1975/1976;ŁKS Łódź;Legia Warszawa;1975-09-24;17:30;2;4;0;0;
6150;8;1975/1976;Stal Rzeszów;Polonia Bytom;1975-09-24;17:00;2;2;0;0;
6151;9;1975/1976;Lech Poznań;GKS Tychy;1975-09-28;11:00;0;1;0;0;
6152;9;1975/1976;Legia Warszawa;Górnik Zabrze;1975-09-28;16:30;1;3;0;0;
6153;9;1975/1976;Polonia Bytom;Ruch Chorzów;1975-09-28;15:00;0;1;0;0;
6154;9;1975/1976;Zagłębie Sosnowiec;Szombierki Bytom;1975-09-28;15:00;2;0;0;0;
6155;9;1975/1976;Pogoń Szczecin;ŁKS Łódź;1975-09-28;18:00;1;0;0;0;
6156;9;1975/1976;Stal Mielec;Stal Rzeszów;1975-09-28;14:00;1;0;0;0;
6157;9;1975/1976;Widzew Łódź;ROW Rybnik;1975-09-28;11:00;3;1;0;0;
6158;9;1975/1976;Wisła Kraków;Śląsk Wrocław;1975-09-27;18:00;1;0;0;0;
6159;10;1975/1976;GKS Tychy;Polonia Bytom;1975-10-05;11:00;3;0;0;0;
6160;10;1975/1976;Szombierki Bytom;Legia Warszawa;1975-10-04;15:00;6;0;0;0;
6161;10;1975/1976;Górnik Zabrze;Pogoń Szczecin;1975-10-04;17:00;1;0;0;0;
6162;10;1975/1976;ROW Rybnik;ŁKS Łódź;1975-10-05;11:00;2;0;0;0;
6163;10;1975/1976;Widzew Łódź;Lech Poznań;1975-10-05;11:00;1;1;0;0;
6164;10;1975/1976;Ruch Chorzów;Stal Mielec;1975-10-05;16:00;2;1;0;0;
6165;10;1975/1976;Śląsk Wrocław;Zagłębie Sosnowiec;1975-10-05;11:00;4;2;0;0;
6166;10;1975/1976;Stal Rzeszów;Wisła Kraków;1975-10-05;17:00;0;1;0;0;
6167;11;1975/1976;Polonia Bytom;Widzew Łódź;1975-11-02;11:00;1;1;0;0;
6168;11;1975/1976;Lech Poznań;ROW Rybnik;1975-11-02;11:00;3;1;0;0;
6169;11;1975/1976;Legia Warszawa;Śląsk Wrocław;1975-11-02;15:00;4;0;0;0;
6170;11;1975/1976;Zagłębie Sosnowiec;Stal Rzeszów;1975-11-02;11:00;3;1;0;0;
6171;11;1975/1976;Pogoń Szczecin;Szombierki Bytom;1975-11-02;16:00;3;0;0;0;
6172;11;1975/1976;Wisła Kraków;Ruch Chorzów;1975-11-26;17:00;0;0;0;0;
6173;11;1975/1976;Stal Mielec;GKS Tychy;1975-11-01;11:30;0;0;0;0;
6174;11;1975/1976;ŁKS Łódź;Górnik Zabrze;1975-11-02;11:00;0;0;0;0;
6175;12;1975/1976;Stal Rzeszów;Legia Warszawa;1975-11-09;12:00;1;0;0;0;
6176;12;1975/1976;Ruch Chorzów;Zagłębie Sosnowiec;1975-11-09;16:30;2;1;0;0;
6177;12;1975/1976;GKS Tychy;Wisła Kraków;1975-11-09;11:00;2;1;0;0;
6178;12;1975/1976;Śląsk Wrocław;Pogoń Szczecin;1975-11-09;11:00;2;0;0;0;
6179;12;1975/1976;ROW Rybnik;Górnik Zabrze;1975-11-09;11:00;1;0;0;0;
6180;12;1975/1976;Lech Poznań;Polonia Bytom;1975-11-09;11:30;1;0;0;0;
6181;12;1975/1976;Widzew Łódź;Stal Mielec;1975-11-09;11:00;1;0;0;0;
6182;12;1975/1976;Szombierki Bytom;ŁKS Łódź;1975-11-09;11:30;2;0;0;0;
6183;13;1975/1976;Legia Warszawa;Ruch Chorzów;1975-11-16;16:00;1;1;0;0;
6184;13;1975/1976;ŁKS Łódź;Śląsk Wrocław;1975-11-16;11:00;1;1;0;0;
6185;13;1975/1976;Pogoń Szczecin;Stal Rzeszów;1975-11-16;15:00;3;0;0;0;
6186;13;1975/1976;Polonia Bytom;ROW Rybnik;1975-11-16;11:00;0;0;0;0;
6187;13;1975/1976;Zagłębie Sosnowiec;GKS Tychy;1975-11-16;11:00;1;2;0;0;
6188;13;1975/1976;Wisła Kraków;Widzew Łódź;1975-11-16;16:00;0;0;0;0;
