Id;Kolejka;season;home;away;date;hour;gh;ga;IsCancelled;IsWalkover;note
9203;30;1987/1988;Szombierki Bytom;Widzew Łódź;1988-06-18;18:00;0;0;0;0;
9204;30;1987/1988;Lechia Gdańsk;Olimpia Poznań;1988-06-18;18:00;3;2;0;0;
9205;30;1987/1988;Śląsk Wrocław;Zagłębie Lubin;1988-06-18;18:00;0;2;0;0;
9206;30;1987/1988;Stal Stalowa Wola;Pogoń Szczecin;1988-06-18;18:00;2;0;0;0;
9207;1;1988/1989;Stal Mielec;ŁKS Łódź;1988-07-31;19:00;3;3;0;0;
9208;1;1988/1989;Wisła Kraków;Jagiellonia Białystok;1988-07-31;17:00;0;1;0;0;
9209;1;1988/1989;Górnik Zabrze;Śląsk Wrocław;1988-07-30;18:00;1;1;0;0;
9210;1;1988/1989;Olimpia Poznań;Legia Warszawa;1988-07-30;17:00;2;1;0;0;
9211;1;1988/1989;GKS Jastrzębie;Lech Poznań;1988-07-30;17:00;0;2;0;0;
9212;1;1988/1989;Widzew Łódź;Górnik Wałbrzych;1988-07-30;18:00;1;0;0;0;
9213;1;1988/1989;Pogoń Szczecin;GKS Katowice;1988-07-30;18:00;1;1;0;0;
9214;2;1988/1989;Szombierki Bytom;Widzew Łódź;1988-08-06;16:30;3;3;0;0;
9215;2;1988/1989;Górnik Wałbrzych;Górnik Zabrze;1988-08-06;17:00;0;2;0;0;
9216;2;1988/1989;Lech Poznań;Wisła Kraków;1988-08-06;17:00;3;0;0;0;
9217;2;1988/1989;Legia Warszawa;GKS Jastrzębie;1988-08-06;17:30;1;0;0;0;
9218;2;1988/1989;Śląsk Wrocław;Olimpia Poznań;1988-08-06;17:00;1;0;0;0;
9219;2;1988/1989;Jagiellonia Białystok;Stal Mielec;1988-08-07;17:00;1;0;0;0;
9220;2;1988/1989;ŁKS Łódź;Pogoń Szczecin;1988-08-06;17:00;2;1;0;0;
9221;2;1988/1989;GKS Katowice;Ruch Chorzów;1988-08-06;18:00;0;0;0;0;
9222;3;1988/1989;Widzew Łódź;GKS Katowice;1988-08-13;18:00;0;1;0;0;
9223;3;1988/1989;Stal Mielec;Lech Poznań;1988-08-13;19:00;1;0;0;0;
9224;3;1988/1989;Wisła Kraków;GKS Jastrzębie;1988-08-13;18:00;1;0;0;0;
9225;3;1988/1989;Legia Warszawa;Śląsk Wrocław;1988-08-13;17:30;0;0;0;0;
9226;3;1988/1989;Olimpia Poznań;Górnik Wałbrzych;1988-08-13;17:00;0;2;0;0;
9227;3;1988/1989;Ruch Chorzów;ŁKS Łódź;1988-08-13;18:00;1;0;0;0;
9228;3;1988/1989;Górnik Zabrze;Szombierki Bytom;1988-08-13;18:00;8;3;0;0;
9229;3;1988/1989;Pogoń Szczecin;Jagiellonia Białystok;1988-08-13;17:30;1;0;0;0;
9230;4;1988/1989;Szombierki Bytom;Olimpia Poznań;1988-08-20;16:30;1;2;0;0;
9231;4;1988/1989;Jagiellonia Białystok;Ruch Chorzów;1988-08-20;17:00;1;1;0;0;
9232;4;1988/1989;GKS Jastrzębie;Stal Mielec;1988-09-17;11:00;2;0;0;0;
9233;4;1988/1989;GKS Katowice;Górnik Zabrze;1988-08-20;17:00;3;2;0;0;
9234;4;1988/1989;Górnik Wałbrzych;Śląsk Wrocław;1988-08-20;17:00;1;1;0;0;
9235;4;1988/1989;Lech Poznań;Pogoń Szczecin;1988-08-20;17:00;2;0;0;0;
9236;4;1988/1989;Wisła Kraków;Legia Warszawa;1988-08-20;18:00;1;1;0;0;
9237;4;1988/1989;ŁKS Łódź;Widzew Łódź;1988-08-20;17:00;1;0;0;0;
9238;5;1988/1989;Górnik Zabrze;ŁKS Łódź;1988-08-27;18:00;1;0;0;0;
9239;5;1988/1989;Pogoń Szczecin;GKS Jastrzębie;1988-08-27;16:30;2;0;0;0;
9240;5;1988/1989;Legia Warszawa;Górnik Wałbrzych;1988-08-27;17:30;3;0;0;0;
9241;5;1988/1989;Śląsk Wrocław;Szombierki Bytom;1988-08-28;11:00;1;1;0;0;
9242;5;1988/1989;Olimpia Poznań;GKS Katowice;1988-08-27;17:00;0;3;0;0;
9243;5;1988/1989;Ruch Chorzów;Lech Poznań;1988-08-27;19:00;1;0;0;0;
9244;5;1988/1989;Widzew Łódź;Jagiellonia Białystok;1988-08-27;18:00;1;1;0;0;
9245;5;1988/1989;Stal Mielec;Wisła Kraków;1988-08-27;19:00;3;2;0;0;
9246;6;1988/1989;Stal Mielec;Legia Warszawa;1988-09-03;15:00;1;2;0;0;
9247;6;1988/1989;Wisła Kraków;Pogoń Szczecin;1988-09-03;18:00;4;2;0;0;
9248;6;1988/1989;Szombierki Bytom;Górnik Wałbrzych;1988-09-03;16:00;2;0;0;0;
9249;6;1988/1989;GKS Katowice;Śląsk Wrocław;1988-09-03;18:00;2;0;0;0;
9250;6;1988/1989;ŁKS Łódź;Olimpia Poznań;1988-09-03;17:00;2;1;0;0;
9251;6;1988/1989;Lech Poznań;Widzew Łódź;1988-09-03;17:00;1;1;0;0;
9252;6;1988/1989;GKS Jastrzębie;Ruch Chorzów;1988-09-03;16:00;0;3;0;0;
9253;6;1988/1989;Jagiellonia Białystok;Górnik Zabrze;1988-09-03;16:00;1;1;0;0;
9254;7;1988/1989;Górnik Wałbrzych;GKS Katowice;1988-09-10;16:30;0;1;0;0;
9255;7;1988/1989;Górnik Zabrze;Lech Poznań;1988-09-10;18:00;2;1;0;0;
9256;7;1988/1989;Widzew Łódź;GKS Jastrzębie;1988-09-10;17:00;0;0;0;0;
9257;7;1988/1989;Legia Warszawa;Szombierki Bytom;1988-09-11;17:30;1;1;0;0;
9258;7;1988/1989;Ruch Chorzów;Wisła Kraków;1988-09-10;17:00;1;0;0;0;
9259;7;1988/1989;Pogoń Szczecin;Stal Mielec;1988-09-10;17:30;2;1;0;0;
9260;7;1988/1989;Śląsk Wrocław;ŁKS Łódź;1988-09-10;16:00;1;1;0;0;
9261;7;1988/1989;Olimpia Poznań;Jagiellonia Białystok;1988-09-10;17:00;1;1;0;0;
9262;8;1988/1989;GKS Katowice;Szombierki Bytom;1988-09-24;18:00;1;1;0;0;
9263;8;1988/1989;Pogoń Szczecin;Legia Warszawa;1988-09-24;17:30;0;3;0;0;
9264;8;1988/1989;Lech Poznań;Olimpia Poznań;1988-09-25;12:00;1;2;0;0;
9265;8;1988/1989;Stal Mielec;Ruch Chorzów;1988-09-24;18:00;2;0;0;0;
9266;8;1988/1989;Wisła Kraków;Widzew Łódź;1988-09-24;18:00;2;1;0;0;
9267;8;1988/1989;GKS Jastrzębie;Górnik Zabrze;1988-09-24;16:00;0;1;0;0;
9268;8;1988/1989;Jagiellonia Białystok;Śląsk Wrocław;1988-09-24;16:00;1;0;0;0;
9269;8;1988/1989;ŁKS Łódź;Górnik Wałbrzych;1988-09-24;17:00;3;0;0;0;
9270;9;1988/1989;Ruch Chorzów;Pogoń Szczecin;1988-09-28;17:00;1;1;0;0;
9271;9;1988/1989;Widzew Łódź;Stal Mielec;1988-09-28;17:00;0;0;0;0;
9272;9;1988/1989;Górnik Wałbrzych;Jagiellonia Białystok;1988-09-28;16:00;2;0;0;0;
9273;9;1988/1989;Olimpia Poznań;GKS Jastrzębie;1988-09-28;15:45;1;0;0;0;
9274;9;1988/1989;Szombierki Bytom;ŁKS Łódź;1988-09-28;15:30;2;0;0;0;
9275;9;1988/1989;Śląsk Wrocław;Lech Poznań;1988-09-28;15:30;1;2;0;0;
9276;9;1988/1989;Legia Warszawa;GKS Katowice;1988-09-28;17:00;0;2;0;0;
9277;9;1988/1989;Górnik Zabrze;Wisła Kraków;1988-09-28;18:00;4;0;0;0;
9278;10;1988/1989;Jagiellonia Białystok;Szombierki Bytom;1988-10-02;11:00;1;0;0;0;
9279;10;1988/1989;ŁKS Łódź;GKS Katowice;1988-10-01;17:00;0;2;0;0;
9280;10;1988/1989;Wisła Kraków;Olimpia Poznań;1988-10-02;18:00;1;1;0;0;
9281;10;1988/1989;Pogoń Szczecin;Widzew Łódź;1988-10-01;17:30;1;1;0;0;
9282;10;1988/1989;Lech Poznań;Górnik Wałbrzych;1988-10-02;12:00;1;1;0;0;
9283;10;1988/1989;Ruch Chorzów;Legia Warszawa;1988-10-01;17:00;1;0;0;0;
9284;10;1988/1989;GKS Jastrzębie;Śląsk Wrocław;1988-10-02;11:00;2;0;0;0;
9285;10;1988/1989;Stal Mielec;Górnik Zabrze;1988-10-01;17:00;0;0;0;0;
9286;11;1988/1989;Szombierki Bytom;Lech Poznań;1988-10-08;15:00;2;3;0;0;
9287;11;1988/1989;Górnik Zabrze;Pogoń Szczecin;1988-10-09;18:00;3;0;0;0;
9288;11;1988/1989;Legia Warszawa;ŁKS Łódź;1988-10-09;17:30;2;0;0;0;
9289;11;1988/1989;Górnik Wałbrzych;GKS Jastrzębie;1988-10-08;15:00;2;1;0;0;
9290;11;1988/1989;Olimpia Poznań;Stal Mielec;1988-10-09;11:00;0;1;0;0;
9291;11;1988/1989;Widzew Łódź;Ruch Chorzów;1988-10-08;17:00;0;0;0;0;
9292;11;1988/1989;GKS Katowice;Jagiellonia Białystok;1988-10-09;11:00;0;1;0;0;
9293;11;1988/1989;Śląsk Wrocław;Wisła Kraków;1988-10-08;12:00;0;0;0;0;
9294;12;1988/1989;Wisła Kraków;Górnik Wałbrzych;1988-10-22;17:00;1;2;0;0;
9295;12;1988/1989;Ruch Chorzów;Górnik Zabrze;1988-10-22;17:00;2;0;0;0;
9296;12;1988/1989;GKS Jastrzębie;Szombierki Bytom;1988-10-23;11:00;1;0;0;0;
9297;12;1988/1989;Jagiellonia Białystok;ŁKS Łódź;1988-10-23;11:00;1;3;0;0;
9298;12;1988/1989;Pogoń Szczecin;Olimpia Poznań;1988-10-22;17:30;3;2;0;0;
9299;12;1988/1989;Lech Poznań;GKS Katowice;1988-10-22;17:00;2;2;0;0;
9300;12;1988/1989;Stal Mielec;Śląsk Wrocław;1988-10-22;16:00;3;0;0;0;
9301;12;1988/1989;Widzew Łódź;Legia Warszawa;1988-10-22;17:00;0;0;0;0;
9302;13;1988/1989;GKS Katowice;GKS Jastrzębie;1988-10-29;17:00;3;0;0;0;
9303;13;1988/1989;Olimpia Poznań;Ruch Chorzów;1988-10-30;11:00;3;1;0;0;
9304;13;1988/1989;Szombierki Bytom;Wisła Kraków;1988-10-29;14:30;0;3;0;0;
9305;13;1988/1989;ŁKS Łódź;Lech Poznań;1988-10-29;17:00;1;3;0;0;
9306;13;1988/1989;Legia Warszawa;Jagiellonia Białystok;1988-10-29;17:00;2;0;0;0;
9307;13;1988/1989;Górnik Wałbrzych;Stal Mielec;1988-10-30;11:00;0;1;0;0;
9308;13;1988/1989;Śląsk Wrocław;Pogoń Szczecin;1988-10-30;11:00;2;2;0;0;
9309;13;1988/1989;Górnik Zabrze;Widzew Łódź;1988-10-30;17:00;1;0;0;0;
9310;14;1988/1989;GKS Jastrzębie;ŁKS Łódź;1988-11-06;11:00;0;0;0;0;
9311;14;1988/1989;Pogoń Szczecin;Górnik Wałbrzych;1988-11-05;17:30;4;1;0;0;
9312;14;1988/1989;Widzew Łódź;Olimpia Poznań;1988-11-05;17:00;2;1;0;0;
9313;14;1988/1989;Górnik Zabrze;Legia Warszawa;1988-11-06;17:00;2;1;0;0;
9314;14;1988/1989;Wisła Kraków;GKS Katowice;1988-11-05;18:00;3;1;0;0;
9315;14;1988/1989;Stal Mielec;Szombierki Bytom;1988-11-06;15:00;3;1;0;0;
9316;14;1988/1989;Lech Poznań;Jagiellonia Białystok;1988-11-05;17:00;1;0;0;0;
9317;14;1988/1989;Ruch Chorzów;Śląsk Wrocław;1988-11-05;17:00;3;0;0;0;
9318;15;1988/1989;Olimpia Poznań;Górnik Zabrze;1988-11-20;12:00;0;3;0;0;
9319;15;1988/1989;GKS Katowice;Stal Mielec;1988-11-20;16:00;3;0;0;0;
9320;15;1988/1989;ŁKS Łódź;Wisła Kraków;1988-11-19;12:00;2;1;0;0;
9321;15;1988/1989;Śląsk Wrocław;Widzew Łódź;1988-11-20;11:00;0;2;0;0;
9322;15;1988/1989;Górnik Wałbrzych;Ruch Chorzów;1988-11-20;11:00;0;2;0;0;
9323;15;1988/1989;Legia Warszawa;Lech Poznań;1988-11-20;12:00;3;0;0;0;
9324;15;1988/1989;Jagiellonia Białystok;GKS Jastrzębie;1988-11-20;11:00;0;0;0;0;
9325;15;1988/1989;Szombierki Bytom;Pogoń Szczecin;1988-11-20;11:00;3;2;0;0;
9326;16;1988/1989;ŁKS Łódź;Stal Mielec;1989-03-11;18:00;0;0;0;0;
9327;16;1988/1989;Lech Poznań;GKS Jastrzębie;1989-03-11;16:00;3;0;0;0;
9328;16;1988/1989;Legia Warszawa;Olimpia Poznań;1989-03-12;12:00;3;0;0;0;
9329;16;1988/1989;Śląsk Wrocław;Górnik Zabrze;1989-03-11;11:00;1;0;0;0;
9330;16;1988/1989;Szombierki Bytom;Ruch Chorzów;1989-03-12;11:00;0;1;0;0;
9331;16;1988/1989;GKS Katowice;Pogoń Szczecin;1989-03-11;16:00;2;0;0;0;
9332;16;1988/1989;Górnik Wałbrzych;Widzew Łódź;1989-03-12;11:00;0;1;0;0;
9333;16;1988/1989;Jagiellonia Białystok;Wisła Kraków;1989-03-11;11:00;0;0;0;0;
9334;17;1988/1989;Stal Mielec;Jagiellonia Białystok;1989-03-18;17:00;2;0;0;0;
9335;17;1988/1989;Górnik Zabrze;Górnik Wałbrzych;1989-03-18;17:00;1;0;0;0;
9336;17;1988/1989;Widzew Łódź;Szombierki Bytom;1989-03-18;17:00;2;0;0;0;
9337;17;1988/1989;Pogoń Szczecin;ŁKS Łódź;1989-03-18;17:00;1;2;0;0;
9338;17;1988/1989;Wisła Kraków;Lech Poznań;1989-03-19;17:00;0;0;0;0;
9339;17;1988/1989;Ruch Chorzów;GKS Katowice;1989-03-18;15:00;1;1;0;0;
9340;17;1988/1989;Olimpia Poznań;Śląsk Wrocław;1989-03-19;11:00;1;1;0;0;
9341;17;1988/1989;GKS Jastrzębie;Legia Warszawa;1989-03-19;11:00;1;1;0;0;
9342;18;1988/1989;Górnik Wałbrzych;Olimpia Poznań;1989-03-25;15:00;1;2;0;0;
9343;18;1988/1989;Lech Poznań;Stal Mielec;1989-03-25;17:00;1;0;0;0;
9344;18;1988/1989;Jagiellonia Białystok;Pogoń Szczecin;1989-03-25;11:00;1;0;0;0;
9345;18;1988/1989;GKS Katowice;Widzew Łódź;1989-03-25;18:00;2;1;0;0;
9346;18;1988/1989;Szombierki Bytom;Górnik Zabrze;1989-03-25;16:00;1;3;0;0;
9347;18;1988/1989;GKS Jastrzębie;Wisła Kraków;1989-03-25;16:00;4;2;0;0;
9348;18;1988/1989;ŁKS Łódź;Ruch Chorzów;1989-03-25;12:00;2;2;0;0;
9349;18;1988/1989;Śląsk Wrocław;Legia Warszawa;1989-03-25;11:00;0;0;0;0;
9350;19;1988/1989;Olimpia Poznań;Szombierki Bytom;1989-03-29;16:00;1;2;0;0;
9351;19;1988/1989;Pogoń Szczecin;Lech Poznań;1989-03-29;17:00;1;1;0;0;
9352;19;1988/1989;Legia Warszawa;Wisła Kraków;1989-03-29;17:30;4;0;0;0;
9353;19;1988/1989;Ruch Chorzów;Jagiellonia Białystok;1989-03-29;16:00;1;0;0;0;
9354;19;1988/1989;Górnik Zabrze;GKS Katowice;1989-03-29;17:00;3;0;0;0;
9355;19;1988/1989;Śląsk Wrocław;Górnik Wałbrzych;1989-03-29;15:30;1;0;0;0;
9356;19;1988/1989;Widzew Łódź;ŁKS Łódź;1989-03-29;17:00;3;1;0;0;
9357;19;1988/1989;Stal Mielec;GKS Jastrzębie;1989-03-29;17:30;0;1;0;0;
9358;20;1988/1989;GKS Jastrzębie;Pogoń Szczecin;1989-04-08;16:00;3;2;0;0;
9359;20;1988/1989;ŁKS Łódź;Górnik Zabrze;1989-04-08;17:00;1;1;0;0;
9360;20;1988/1989;Szombierki Bytom;Śląsk Wrocław;1989-04-08;15:00;3;3;0;0;
9361;20;1988/1989;Górnik Wałbrzych;Legia Warszawa;1989-04-09;11:00;1;0;0;0;
9362;20;1988/1989;GKS Katowice;Olimpia Poznań;1989-04-08;17:00;1;1;0;0;
9363;20;1988/1989;Jagiellonia Białystok;Widzew Łódź;1989-04-09;11:00;0;1;0;0;
9364;20;1988/1989;Wisła Kraków;Stal Mielec;1989-04-09;17:00;1;0;0;0;
9365;20;1988/1989;Lech Poznań;Ruch Chorzów;1989-04-08;17:00;1;2;0;0;
9366;21;1988/1989;Legia Warszawa;Stal Mielec;1989-04-15;17:30;1;0;0;0;
9367;21;1988/1989;Ruch Chorzów;GKS Jastrzębie;1989-04-15;16:00;5;0;0;0;
9368;21;1988/1989;Pogoń Szczecin;Wisła Kraków;1989-04-15;17:00;1;1;0;0;
9369;21;1988/1989;Olimpia Poznań;ŁKS Łódź;1989-04-15;17:00;0;0;0;0;
9370;21;1988/1989;Śląsk Wrocław;GKS Katowice;1989-04-15;11:00;1;0;0;0;
9371;21;1988/1989;Górnik Zabrze;Jagiellonia Białystok;1989-04-15;18:00;2;2;0;0;
9372;21;1988/1989;Górnik Wałbrzych;Szombierki Bytom;1989-04-16;11:00;1;1;0;0;
9373;21;1988/1989;Widzew Łódź;Lech Poznań;1989-04-15;17:00;0;0;0;0;
9374;22;1988/1989;ŁKS Łódź;Śląsk Wrocław;1989-04-22;17:00;1;1;0;0;
9375;22;1988/1989;GKS Jastrzębie;Widzew Łódź;1989-04-22;16:00;1;0;0;0;
9376;22;1988/1989;Jagiellonia Białystok;Olimpia Poznań;1989-04-22;16:00;0;0;0;0;
9377;22;1988/1989;Stal Mielec;Pogoń Szczecin;1989-04-22;18:00;2;0;0;0;
9378;22;1988/1989;Wisła Kraków;Ruch Chorzów;1989-04-22;17:00;1;4;0;0;
9379;22;1988/1989;Szombierki Bytom;Legia Warszawa;1989-04-22;15:00;0;1;0;0;
9380;22;1988/1989;GKS Katowice;Górnik Wałbrzych;1989-04-22;17:00;1;0;0;0;
9381;22;1988/1989;Lech Poznań;Górnik Zabrze;1989-04-22;17:00;2;0;0;0;
9382;23;1988/1989;Widzew Łódź;Wisła Kraków;1989-05-10;17:00;1;2;0;0;
9383;23;1988/1989;Górnik Wałbrzych;ŁKS Łódź;1989-05-10;16:00;2;1;0;0;
9384;23;1988/1989;Śląsk Wrocław;Jagiellonia Białystok;1989-05-10;16:30;2;2;0;0;
9385;23;1988/1989;Legia Warszawa;Pogoń Szczecin;1989-05-10;17:30;3;0;0;0;
9386;23;1988/1989;Górnik Zabrze;GKS Jastrzębie;1989-05-10;18:00;2;0;0;0;
9387;23;1988/1989;Olimpia Poznań;Lech Poznań;1989-05-10;17:30;2;1;0;0;
9388;23;1988/1989;Szombierki Bytom;GKS Katowice;1989-05-10;17:00;0;3;0;0;
9389;23;1988/1989;Ruch Chorzów;Stal Mielec;1989-05-10;17:00;0;2;0;0;
9390;24;1988/1989;Stal Mielec;Widzew Łódź;1989-05-13;19:00;2;2;0;0;
9391;24;1988/1989;GKS Katowice;Legia Warszawa;1989-05-13;18:00;1;0;0;0;
9392;24;1988/1989;Jagiellonia Białystok;Górnik Wałbrzych;1989-05-14;11:00;2;0;0;0;
9393;24;1988/1989;Wisła Kraków;Górnik Zabrze;1989-05-14;18:00;1;0;0;0;
9394;24;1988/1989;ŁKS Łódź;Szombierki Bytom;1989-05-13;17:00;1;1;0;0;
9395;24;1988/1989;GKS Jastrzębie;Olimpia Poznań;1989-05-14;11:00;1;2;0;0;
9396;24;1988/1989;Lech Poznań;Śląsk Wrocław;1989-05-13;17:00;1;1;0;0;
9397;24;1988/1989;Pogoń Szczecin;Ruch Chorzów;1989-05-13;17:00;0;0;0;0;
9398;25;1988/1989;Górnik Zabrze;Stal Mielec;1989-05-20;18:00;1;0;0;0;
9399;25;1988/1989;Górnik Wałbrzych;Lech Poznań;1989-05-21;11:00;1;1;0;0;
9400;25;1988/1989;Legia Warszawa;Ruch Chorzów;1989-05-20;17:30;0;0;0;0;
9401;25;1988/1989;Olimpia Poznań;Wisła Kraków;1989-05-20;19:00;3;0;0;0;
9402;25;1988/1989;GKS Katowice;ŁKS Łódź;1989-05-20;18:00;7;2;0;0;
9403;25;1988/1989;Widzew Łódź;Pogoń Szczecin;1989-05-20;17:00;1;0;0;0;
9404;25;1988/1989;Śląsk Wrocław;GKS Jastrzębie;1989-05-20;11:00;6;1;0;0;
9405;25;1988/1989;Szombierki Bytom;Jagiellonia Białystok;1989-05-20;16:00;0;1;0;0;
9406;26;1988/1989;Stal Mielec;Olimpia Poznań;1989-05-24;17:30;0;0;0;0;
9407;26;1988/1989;ŁKS Łódź;Legia Warszawa;1989-05-24;17:00;2;1;0;0;
9408;26;1988/1989;Ruch Chorzów;Widzew Łódź;1989-05-24;17:00;4;0;0;0;
9409;26;1988/1989;Lech Poznań;Szombierki Bytom;1989-05-24;17:00;0;0;0;0;
9410;26;1988/1989;Pogoń Szczecin;Górnik Zabrze;1989-05-24;17:00;1;4;0;0;
9411;26;1988/1989;GKS Jastrzębie;Górnik Wałbrzych;1989-05-24;17:00;2;0;0;0;
9412;26;1988/1989;Wisła Kraków;Śląsk Wrocław;1989-05-25;18:00;0;5;0;0;
9413;26;1988/1989;Jagiellonia Białystok;GKS Katowice;1989-05-24;17:00;1;1;0;0;
9414;27;1988/1989;Olimpia Poznań;Pogoń Szczecin;1989-06-07;19:00;2;2;0;0;
9415;27;1988/1989;GKS Katowice;Lech Poznań;1989-06-07;18:00;4;1;0;0;
9416;27;1988/1989;Górnik Zabrze;Ruch Chorzów;1989-06-07;18:00;1;2;0;0;
9417;27;1988/1989;Śląsk Wrocław;Stal Mielec;1989-06-07;17:00;1;1;0;0;
9418;27;1988/1989;Górnik Wałbrzych;Wisła Kraków;1989-06-07;17:00;2;1;0;0;
9419;27;1988/1989;Szombierki Bytom;GKS Jastrzębie;1989-06-07;16:00;2;2;0;0;
9420;27;1988/1989;Legia Warszawa;Widzew Łódź;1989-06-07;17:30;1;1;0;0;
9421;27;1988/1989;ŁKS Łódź;Jagiellonia Białystok;1989-06-07;17:00;0;1;0;0;
9422;28;1988/1989;Lech Poznań;ŁKS Łódź;1989-06-10;18:00;1;1;0;0;
9423;28;1988/1989;Widzew Łódź;Górnik Zabrze;1989-06-10;18:00;1;0;0;0;
9424;28;1988/1989;Stal Mielec;Górnik Wałbrzych;1989-06-10;19:00;2;1;0;0;
9425;28;1988/1989;Jagiellonia Białystok;Legia Warszawa;1989-06-11;17:00;1;1;0;0;
9426;28;1988/1989;Pogoń Szczecin;Śląsk Wrocław;1989-06-24;18:00;2;1;0;0;
9427;28;1988/1989;GKS Jastrzębie;GKS Katowice;1989-06-11;17:00;1;1;0;0;
9428;28;1988/1989;Wisła Kraków;Szombierki Bytom;1989-06-11;18:00;3;0;0;0;
9429;28;1988/1989;Ruch Chorzów;Olimpia Poznań;1989-06-10;17:00;2;1;0;0;
9430;29;1988/1989;GKS Katowice;Wisła Kraków;1989-06-17;17:00;1;0;0;0;
9431;29;1988/1989;Śląsk Wrocław;Ruch Chorzów;1989-06-17;17:00;0;1;0;0;
9432;29;1988/1989;ŁKS Łódź;GKS Jastrzębie;1989-06-17;17:00;1;1;0;0;
9433;29;1988/1989;Szombierki Bytom;Stal Mielec;1989-06-17;17:00;2;3;0;0;
9434;29;1988/1989;Górnik Wałbrzych;Pogoń Szczecin;1989-06-17;17:00;1;1;0;0;
9435;29;1988/1989;Olimpia Poznań;Widzew Łódź;1989-06-17;17:00;0;0;0;0;
9436;29;1988/1989;Legia Warszawa;Górnik Zabrze;1989-06-17;17:00;3;2;0;0;
9437;29;1988/1989;Jagiellonia Białystok;Lech Poznań;1989-06-17;17:00;1;4;0;0;
9438;30;1988/1989;Lech Poznań;Legia Warszawa;1989-06-21;17:00;0;2;0;0;
9439;30;1988/1989;Pogoń Szczecin;Szombierki Bytom;1989-06-21;17:00;1;0;0;0;
9440;30;1988/1989;Wisła Kraków;ŁKS Łódź;1989-06-21;17:00;4;1;0;0;
9441;30;1988/1989;Ruch Chorzów;Górnik Wałbrzych;1989-06-21;17:00;4;1;0;0;
9442;30;1988/1989;Górnik Zabrze;Olimpia Poznań;1989-06-21;17:00;4;2;0;0;
9443;30;1988/1989;Stal Mielec;GKS Katowice;1989-06-21;17:00;2;0;0;0;
9444;30;1988/1989;Widzew Łódź;Śląsk Wrocław;1989-06-21;17:00;1;2;0;0;
9445;30;1988/1989;GKS Jastrzębie;Jagiellonia Białystok;1989-06-21;17:00;0;0;0;0;
9446;1;1989/1990;ŁKS Łódź;GKS Katowice;1989-07-29;17:00;2;1;0;0;
9447;1;1989/1990;Zagłębie Sosnowiec;Jagiellonia Białystok;1989-07-29;17:30;1;1;0;0;
9448;1;1989/1990;Zagłębie Lubin;Lech Poznań;1989-07-29;17:00;2;0;0;0;
9449;1;1989/1990;Legia Warszawa;Stal Mielec;1989-07-29;18:00;1;1;0;0;
9450;1;1989/1990;Motor Lublin;Widzew Łódź;1989-07-29;17:00;2;0;0;0;
9451;1;1989/1990;Olimpia Poznań;Wisła Kraków;1989-07-29;20:00;1;1;0;0;
9452;1;1989/1990;Zawisza Bydgoszcz;Śląsk Wrocław;1989-07-30;18:00;1;0;0;0;
9453;1;1989/1990;Ruch Chorzów;Górnik Zabrze;1989-07-30;17:00;2;0;0;0;
9454;2;1989/1990;Jagiellonia Białystok;Zawisza Bydgoszcz;1989-08-02;17:00;2;0;0;0;
9455;2;1989/1990;Śląsk Wrocław;ŁKS Łódź;1989-08-02;17:00;1;2;0;0;
9456;2;1989/1990;GKS Katowice;Motor Lublin;1989-08-02;18:00;2;0;0;0;
9457;2;1989/1990;Widzew Łódź;Ruch Chorzów;1989-08-02;18:00;0;3;0;0;
9458;2;1989/1990;Lech Poznań;Olimpia Poznań;1989-08-02;20:00;1;1;0;0;
9459;2;1989/1990;Stal Mielec;Zagłębie Lubin;1989-08-02;19:00;1;2;0;0;
9460;2;1989/1990;Wisła Kraków;Zagłębie Sosnowiec;1989-08-02;18:00;1;2;0;0;
9461;2;1989/1990;Górnik Zabrze;Legia Warszawa;1989-08-02;18:00;1;1;0;0;
9462;3;1989/1990;Zagłębie Sosnowiec;Lech Poznań;1989-08-06;17:30;2;2;0;0;
9463;3;1989/1990;Zagłębie Lubin;Górnik Zabrze;1989-08-06;17:00;0;0;0;0;
9464;3;1989/1990;Olimpia Poznań;Stal Mielec;1989-08-05;20:00;1;1;0;0;
9465;3;1989/1990;Ruch Chorzów;Motor Lublin;1989-08-06;17:00;4;0;0;0;
9466;3;1989/1990;GKS Katowice;Śląsk Wrocław;1989-08-05;18:00;2;1;0;0;
9467;3;1989/1990;ŁKS Łódź;Jagiellonia Białystok;1989-08-05;17:00;0;0;0;0;
9468;3;1989/1990;Legia Warszawa;Widzew Łódź;1989-08-06;18:00;3;1;0;0;
9469;3;1989/1990;Zawisza Bydgoszcz;Wisła Kraków;1989-08-06;18:00;2;0;0;0;
9470;4;1989/1990;Lech Poznań;Zawisza Bydgoszcz;1989-08-12;19:30;1;5;0;0;
9471;4;1989/1990;Ruch Chorzów;GKS Katowice;1989-08-12;17:00;0;3;0;0;
9472;4;1989/1990;Stal Mielec;Zagłębie Sosnowiec;1989-08-12;19:00;0;2;0;0;
9473;4;1989/1990;Widzew Łódź;Zagłębie Lubin;1989-08-12;18:00;0;1;0;0;
9474;4;1989/1990;Jagiellonia Białystok;Śląsk Wrocław;1989-08-12;16:00;1;1;0;0;
9475;4;1989/1990;Motor Lublin;Legia Warszawa;1989-08-12;17:00;0;0;0;0;
9476;4;1989/1990;Górnik Zabrze;Olimpia Poznań;1989-08-12;18:00;3;1;0;0;
